# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 343         4.313       51.893      3.50        Rotterdam Geulhaven
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,H,   DD,   FH
  343,20150101,    1,  220,   60
  343,20150101,    2,  210,   70
  343,20150101,    3,  200,   70
  343,20150101,    4,  220,   70
  343,20150101,    5,  210,   70
  343,20150101,    6,  190,   70
  343,20150101,    7,  200,   80
  343,20150101,    8,  220,   70
  343,20150101,    9,  190,   70
  343,20150101,   10,  190,   70
  343,20150101,   11,  220,   80
  343,20150101,   12,  230,   80
  343,20150101,   13,  210,   80
  343,20150101,   14,  190,   70
  343,20150101,   15,  190,   80
  343,20150101,   16,  190,   80
  343,20150101,   17,  190,  100
  343,20150101,   18,  190,  100
  343,20150101,   19,  200,  100
  343,20150101,   20,  200,  100
  343,20150101,   21,  200,  110
  343,20150101,   22,  200,  120
  343,20150101,   23,  200,  120
  343,20150101,   24,  200,  120
  343,20150102,    1,  220,  120
  343,20150102,    2,  210,  100
  343,20150102,    3,  220,  110
  343,20150102,    4,  220,  110
  343,20150102,    5,  220,  100
  343,20150102,    6,  240,   90
  343,20150102,    7,  250,  100
  343,20150102,    8,  300,   90
  343,20150102,    9,  300,  110
  343,20150102,   10,  280,  110
  343,20150102,   11,  290,  100
  343,20150102,   12,  290,  100
  343,20150102,   13,  270,  100
  343,20150102,   14,  280,  100
  343,20150102,   15,  280,   90
  343,20150102,   16,  280,   80
  343,20150102,   17,  270,   80
  343,20150102,   18,  280,   90
  343,20150102,   19,  280,   90
  343,20150102,   20,  270,   80
  343,20150102,   21,  280,   80
  343,20150102,   22,  270,   70
  343,20150102,   23,  280,   70
  343,20150102,   24,  270,   60
  343,20150103,    1,  270,   60
  343,20150103,    2,  250,   60
  343,20150103,    3,  220,   50
  343,20150103,    4,  210,   40
  343,20150103,    5,  220,   50
  343,20150103,    6,  220,   70
  343,20150103,    7,  240,   60
  343,20150103,    8,  230,   50
  343,20150103,    9,  220,   70
  343,20150103,   10,  240,   70
  343,20150103,   11,  240,   70
  343,20150103,   12,  180,   60
  343,20150103,   13,  180,   40
  343,20150103,   14,  170,   30
  343,20150103,   15,  170,   20
  343,20150103,   16,  150,   10
  343,20150103,   17,  320,   10
  343,20150103,   18,  260,   20
  343,20150103,   19,  290,   30
  343,20150103,   20,  310,   50
  343,20150103,   21,  300,   60
  343,20150103,   22,  320,   40
  343,20150103,   23,  330,   50
  343,20150103,   24,  310,   50
  343,20150104,    1,  300,   40
  343,20150104,    2,  310,   40
  343,20150104,    3,  310,   50
  343,20150104,    4,  310,   50
  343,20150104,    5,  310,   40
  343,20150104,    6,  310,   40
  343,20150104,    7,  310,   40
  343,20150104,    8,  320,   40
  343,20150104,    9,  300,   30
  343,20150104,   10,  310,   40
  343,20150104,   11,  300,   60
  343,20150104,   12,  300,   60
  343,20150104,   13,  300,   50
  343,20150104,   14,  300,   50
  343,20150104,   15,  280,   30
  343,20150104,   16,  260,   30
  343,20150104,   17,  250,   40
  343,20150104,   18,  260,   40
  343,20150104,   19,  230,   30
  343,20150104,   20,  240,   40
  343,20150104,   21,  240,   40
  343,20150104,   22,  230,   40
  343,20150104,   23,  220,   50
  343,20150104,   24,  230,   50
  343,20150105,    1,  230,   40
  343,20150105,    2,  230,   50
  343,20150105,    3,  240,   50
  343,20150105,    4,  230,   50
  343,20150105,    5,  220,   50
  343,20150105,    6,  220,   50
  343,20150105,    7,  200,   50
  343,20150105,    8,  200,   50
  343,20150105,    9,  170,   40
  343,20150105,   10,  190,   50
  343,20150105,   11,  180,   50
  343,20150105,   12,  180,   40
  343,20150105,   13,  180,   50
  343,20150105,   14,  190,   40
  343,20150105,   15,  190,   40
  343,20150105,   16,  180,   40
  343,20150105,   17,  170,   40
  343,20150105,   18,  180,   40
  343,20150105,   19,  180,   40
  343,20150105,   20,  190,   40
  343,20150105,   21,  190,   40
  343,20150105,   22,  190,   40
  343,20150105,   23,  180,   30
  343,20150105,   24,  180,   30
  343,20150106,    1,  180,   40
  343,20150106,    2,  180,   40
  343,20150106,    3,  190,   30
  343,20150106,    4,  170,   30
  343,20150106,    5,  150,   30
  343,20150106,    6,  150,   40
  343,20150106,    7,  150,   40
  343,20150106,    8,  190,   40
  343,20150106,    9,  180,   40
  343,20150106,   10,  180,   50
  343,20150106,   11,  220,   50
  343,20150106,   12,  200,   50
  343,20150106,   13,  190,   40
  343,20150106,   14,  190,   50
  343,20150106,   15,  190,   50
  343,20150106,   16,  190,   50
  343,20150106,   17,  190,   60
  343,20150106,   18,  190,   60
  343,20150106,   19,  220,   70
  343,20150106,   20,  290,   60
  343,20150106,   21,  300,   80
  343,20150106,   22,  300,   70
  343,20150106,   23,  300,   60
  343,20150106,   24,  300,   50
  343,20150107,    1,  280,   40
  343,20150107,    2,  270,   40
  343,20150107,    3,  290,   40
  343,20150107,    4,  260,   20
  343,20150107,    5,  230,   30
  343,20150107,    6,  240,   40
  343,20150107,    7,  220,   50
  343,20150107,    8,  220,   60
  343,20150107,    9,  220,   50
  343,20150107,   10,  220,   60
  343,20150107,   11,  200,   60
  343,20150107,   12,  220,   60
  343,20150107,   13,  220,   60
  343,20150107,   14,  210,   70
  343,20150107,   15,  200,   70
  343,20150107,   16,  190,   70
  343,20150107,   17,  190,   70
  343,20150107,   18,  190,   70
  343,20150107,   19,  190,   80
  343,20150107,   20,  190,   80
  343,20150107,   21,  190,   90
  343,20150107,   22,  190,   90
  343,20150107,   23,  190,   90
  343,20150107,   24,  190,   90
  343,20150108,    1,  190,   90
  343,20150108,    2,  200,   90
  343,20150108,    3,  210,   90
  343,20150108,    4,  220,  100
  343,20150108,    5,  220,  100
  343,20150108,    6,  210,   80
  343,20150108,    7,  220,   90
  343,20150108,    8,  210,   90
  343,20150108,    9,  220,   90
  343,20150108,   10,  220,   80
  343,20150108,   11,  230,   70
  343,20150108,   12,  260,   50
  343,20150108,   13,  320,   40
  343,20150108,   14,  310,   70
  343,20150108,   15,  310,   60
  343,20150108,   16,  290,   60
  343,20150108,   17,  270,   60
  343,20150108,   18,  260,   80
  343,20150108,   19,  250,   80
  343,20150108,   20,  260,   80
  343,20150108,   21,  260,   70
  343,20150108,   22,  240,   70
  343,20150108,   23,  220,   60
  343,20150108,   24,  220,   80
  343,20150109,    1,  220,   80
  343,20150109,    2,  210,   80
  343,20150109,    3,  190,   80
  343,20150109,    4,  200,  100
  343,20150109,    5,  220,  100
  343,20150109,    6,  220,  120
  343,20150109,    7,  220,  120
  343,20150109,    8,  230,  110
  343,20150109,    9,  230,  120
  343,20150109,   10,  240,  120
  343,20150109,   11,  240,  110
  343,20150109,   12,  240,  110
  343,20150109,   13,  250,  100
  343,20150109,   14,  250,  120
  343,20150109,   15,  240,   90
  343,20150109,   16,  230,   90
  343,20150109,   17,  240,  100
  343,20150109,   18,  240,  100
  343,20150109,   19,  250,  110
  343,20150109,   20,  250,  130
  343,20150109,   21,  240,  130
  343,20150109,   22,  240,  130
  343,20150109,   23,  240,  130
  343,20150109,   24,  240,  120
  343,20150110,    1,  240,  120
  343,20150110,    2,  240,  110
  343,20150110,    3,  240,  140
  343,20150110,    4,  240,  150
  343,20150110,    5,  230,  150
  343,20150110,    6,  230,  150
  343,20150110,    7,  230,  150
  343,20150110,    8,  230,  160
  343,20150110,    9,  230,  160
  343,20150110,   10,  240,  160
  343,20150110,   11,  240,  170
  343,20150110,   12,  240,  160
  343,20150110,   13,  290,  140
  343,20150110,   14,  290,  100
  343,20150110,   15,  300,  120
  343,20150110,   16,  280,  110
  343,20150110,   17,  290,  120
  343,20150110,   18,  280,  100
  343,20150110,   19,  280,  100
  343,20150110,   20,  280,   90
  343,20150110,   21,  280,  100
  343,20150110,   22,  270,   90
  343,20150110,   23,  280,   90
  343,20150110,   24,  270,   90
  343,20150111,    1,  270,   90
  343,20150111,    2,  270,   90
  343,20150111,    3,  270,   90
  343,20150111,    4,  280,  100
  343,20150111,    5,  280,  100
  343,20150111,    6,  280,  120
  343,20150111,    7,  280,  120
  343,20150111,    8,  280,  120
  343,20150111,    9,  280,  120
  343,20150111,   10,  280,  120
  343,20150111,   11,  280,  110
  343,20150111,   12,  280,  120
  343,20150111,   13,  270,  110
  343,20150111,   14,  270,  110
  343,20150111,   15,  260,   90
  343,20150111,   16,  260,   80
  343,20150111,   17,  260,   90
  343,20150111,   18,  260,  100
  343,20150111,   19,  250,   90
  343,20150111,   20,  250,   90
  343,20150111,   21,  250,  100
  343,20150111,   22,  250,  100
  343,20150111,   23,  260,  100
  343,20150111,   24,  250,  100
  343,20150112,    1,  250,   90
  343,20150112,    2,  250,   90
  343,20150112,    3,  240,   80
  343,20150112,    4,  210,   80
  343,20150112,    5,  220,  100
  343,20150112,    6,  220,  100
  343,20150112,    7,  220,   90
  343,20150112,    8,  220,  100
  343,20150112,    9,  230,  110
  343,20150112,   10,  220,  120
  343,20150112,   11,  220,  120
  343,20150112,   12,  220,  110
  343,20150112,   13,  220,  120
  343,20150112,   14,  220,  110
  343,20150112,   15,  220,  100
  343,20150112,   16,  200,  100
  343,20150112,   17,  200,  110
  343,20150112,   18,  210,   90
  343,20150112,   19,  220,  110
  343,20150112,   20,  210,  100
  343,20150112,   21,  210,  110
  343,20150112,   22,  200,  110
  343,20150112,   23,  210,  100
  343,20150112,   24,  200,  100
  343,20150113,    1,  200,  110
  343,20150113,    2,  200,  120
  343,20150113,    3,  200,  120
  343,20150113,    4,  210,  110
  343,20150113,    5,  210,  100
  343,20150113,    6,  210,   90
  343,20150113,    7,  200,  110
  343,20150113,    8,  220,  100
  343,20150113,    9,  230,   80
  343,20150113,   10,  230,   80
  343,20150113,   11,  220,   80
  343,20150113,   12,  220,   80
  343,20150113,   13,  230,   80
  343,20150113,   14,  220,   70
  343,20150113,   15,  230,   80
  343,20150113,   16,  220,   70
  343,20150113,   17,  230,   90
  343,20150113,   18,  220,  100
  343,20150113,   19,  240,   80
  343,20150113,   20,  230,   70
  343,20150113,   21,  230,   60
  343,20150113,   22,  230,   70
  343,20150113,   23,  220,   80
  343,20150113,   24,  220,   80
  343,20150114,    1,  230,   90
  343,20150114,    2,  230,   90
  343,20150114,    3,  230,   90
  343,20150114,    4,  220,   90
  343,20150114,    5,  220,  100
  343,20150114,    6,  210,   90
  343,20150114,    7,  210,   90
  343,20150114,    8,  220,  100
  343,20150114,    9,  220,   80
  343,20150114,   10,  200,   90
  343,20150114,   11,  220,   90
  343,20150114,   12,  230,   90
  343,20150114,   13,  270,   90
  343,20150114,   14,  270,  100
  343,20150114,   15,  260,   90
  343,20150114,   16,  240,   70
  343,20150114,   17,  230,   60
  343,20150114,   18,  200,   70
  343,20150114,   19,  190,   70
  343,20150114,   20,  190,   70
  343,20150114,   21,  180,   70
  343,20150114,   22,  180,   80
  343,20150114,   23,  180,   80
  343,20150114,   24,  180,  100
  343,20150115,    1,  180,  100
  343,20150115,    2,  180,  100
  343,20150115,    3,  180,  100
  343,20150115,    4,  190,  100
  343,20150115,    5,  190,  110
  343,20150115,    6,  190,  120
  343,20150115,    7,  200,  130
  343,20150115,    8,  200,  140
  343,20150115,    9,  200,  140
  343,20150115,   10,  200,  130
  343,20150115,   11,  230,   80
  343,20150115,   12,  220,   80
  343,20150115,   13,  220,   80
  343,20150115,   14,  190,   80
  343,20150115,   15,  190,   90
  343,20150115,   16,  220,   90
  343,20150115,   17,  220,   90
  343,20150115,   18,  220,  110
  343,20150115,   19,  220,  100
  343,20150115,   20,  220,   90
  343,20150115,   21,  220,   90
  343,20150115,   22,  220,   90
  343,20150115,   23,  230,  110
  343,20150115,   24,  220,  100
  343,20150116,    1,  220,  100
  343,20150116,    2,  220,   90
  343,20150116,    3,  220,   90
  343,20150116,    4,  210,   90
  343,20150116,    5,  220,   90
  343,20150116,    6,  190,   80
  343,20150116,    7,  190,   70
  343,20150116,    8,  190,   80
  343,20150116,    9,  190,   70
  343,20150116,   10,  220,   60
  343,20150116,   11,  220,   60
  343,20150116,   12,  200,   70
  343,20150116,   13,  190,   70
  343,20150116,   14,  200,   70
  343,20150116,   15,  220,   60
  343,20150116,   16,  200,   50
  343,20150116,   17,  280,   50
  343,20150116,   18,  280,   50
  343,20150116,   19,  230,   30
  343,20150116,   20,  230,   30
  343,20150116,   21,  270,   40
  343,20150116,   22,  300,   40
  343,20150116,   23,  310,   50
  343,20150116,   24,  310,   50
  343,20150117,    1,  310,   50
  343,20150117,    2,  290,   40
  343,20150117,    3,  280,   40
  343,20150117,    4,  270,   40
  343,20150117,    5,  270,   40
  343,20150117,    6,  260,   40
  343,20150117,    7,  260,   40
  343,20150117,    8,  240,   30
  343,20150117,    9,  230,   40
  343,20150117,   10,  200,   40
  343,20150117,   11,  220,   50
  343,20150117,   12,  220,   70
  343,20150117,   13,  220,   70
  343,20150117,   14,  200,   70
  343,20150117,   15,  190,   70
  343,20150117,   16,  180,   60
  343,20150117,   17,  190,   60
  343,20150117,   18,  190,   70
  343,20150117,   19,  220,   80
  343,20150117,   20,  220,   70
  343,20150117,   21,  190,   70
  343,20150117,   22,  220,   70
  343,20150117,   23,  190,   70
  343,20150117,   24,  190,   80
  343,20150118,    1,  190,   70
  343,20150118,    2,  190,   70
  343,20150118,    3,  190,   60
  343,20150118,    4,  190,   60
  343,20150118,    5,  190,   60
  343,20150118,    6,  180,   60
  343,20150118,    7,  180,   50
  343,20150118,    8,  180,   50
  343,20150118,    9,  180,   50
  343,20150118,   10,  190,   50
  343,20150118,   11,  200,   70
  343,20150118,   12,  200,   60
  343,20150118,   13,  210,   50
  343,20150118,   14,  220,   60
  343,20150118,   15,  230,   50
  343,20150118,   16,  230,   40
  343,20150118,   17,  240,   40
  343,20150118,   18,  240,   30
  343,20150118,   19,  270,   10
  343,20150118,   20,  180,   10
  343,20150118,   21,  270,   10
  343,20150118,   22,  340,   20
  343,20150118,   23,   20,   10
  343,20150118,   24,   60,   20
  343,20150119,    1,   40,   20
  343,20150119,    2,   40,   20
  343,20150119,    3,   20,   20
  343,20150119,    4,   10,   20
  343,20150119,    5,   30,   10
  343,20150119,    6,  350,   10
  343,20150119,    7,   40,   10
  343,20150119,    8,   20,   20
  343,20150119,    9,   60,   10
  343,20150119,   10,    0,   10
  343,20150119,   11,  140,   10
  343,20150119,   12,  110,   10
  343,20150119,   13,  110,   10
  343,20150119,   14,  210,   20
  343,20150119,   15,  190,   20
  343,20150119,   16,  160,   20
  343,20150119,   17,  150,   10
  343,20150119,   18,  190,   10
  343,20150119,   19,  180,   20
  343,20150119,   20,  180,   20
  343,20150119,   21,  180,   30
  343,20150119,   22,  180,   30
  343,20150119,   23,  200,   30
  343,20150119,   24,  230,   30
  343,20150120,    1,  200,   20
  343,20150120,    2,  180,   20
  343,20150120,    3,  180,   20
  343,20150120,    4,  150,   20
  343,20150120,    5,  180,   20
  343,20150120,    6,  150,   20
  343,20150120,    7,  150,   20
  343,20150120,    8,  160,   20
  343,20150120,    9,  160,   20
  343,20150120,   10,  150,   30
  343,20150120,   11,  160,   30
  343,20150120,   12,  190,   30
  343,20150120,   13,  180,   30
  343,20150120,   14,  180,   30
  343,20150120,   15,  160,   30
  343,20150120,   16,  160,   30
  343,20150120,   17,  150,   30
  343,20150120,   18,  150,   30
  343,20150120,   19,  150,   30
  343,20150120,   20,  160,   40
  343,20150120,   21,  160,   30
  343,20150120,   22,  170,   30
  343,20150120,   23,  160,   30
  343,20150120,   24,  160,   30
  343,20150121,    1,  150,   30
  343,20150121,    2,  160,   40
  343,20150121,    3,  150,   30
  343,20150121,    4,  150,   40
  343,20150121,    5,  150,   50
  343,20150121,    6,  130,   50
  343,20150121,    7,  140,   50
  343,20150121,    8,  140,   60
  343,20150121,    9,  130,   50
  343,20150121,   10,  110,   50
  343,20150121,   11,  140,   50
  343,20150121,   12,  130,   40
  343,20150121,   13,  110,   50
  343,20150121,   14,  100,   50
  343,20150121,   15,  110,   60
  343,20150121,   16,  110,   50
  343,20150121,   17,   90,   40
  343,20150121,   18,   80,   40
  343,20150121,   19,   70,   40
  343,20150121,   20,   80,   50
  343,20150121,   21,   50,   40
  343,20150121,   22,   50,   40
  343,20150121,   23,   40,   30
  343,20150121,   24,   50,   40
  343,20150122,    1,   50,   40
  343,20150122,    2,   60,   40
  343,20150122,    3,   50,   40
  343,20150122,    4,   60,   40
  343,20150122,    5,   50,   40
  343,20150122,    6,   50,   50
  343,20150122,    7,   40,   60
  343,20150122,    8,   50,   60
  343,20150122,    9,   50,   50
  343,20150122,   10,   30,   50
  343,20150122,   11,   30,   50
  343,20150122,   12,   30,   40
  343,20150122,   13,   40,   40
  343,20150122,   14,   40,   50
  343,20150122,   15,   40,   50
  343,20150122,   16,   50,   40
  343,20150122,   17,   60,   50
  343,20150122,   18,   60,   50
  343,20150122,   19,   30,   50
  343,20150122,   20,   10,   20
  343,20150122,   21,   30,   30
  343,20150122,   22,   30,   30
  343,20150122,   23,   20,   30
  343,20150122,   24,   30,   30
  343,20150123,    1,   30,   30
  343,20150123,    2,   50,   30
  343,20150123,    3,   40,   30
  343,20150123,    4,   40,   30
  343,20150123,    5,   40,   30
  343,20150123,    6,   30,   20
  343,20150123,    7,   20,   20
  343,20150123,    8,   20,   20
  343,20150123,    9,   30,   20
  343,20150123,   10,  110,   30
  343,20150123,   11,  160,   30
  343,20150123,   12,  160,   30
  343,20150123,   13,  180,   30
  343,20150123,   14,  190,   20
  343,20150123,   15,  190,   20
  343,20150123,   16,  160,   30
  343,20150123,   17,  160,   30
  343,20150123,   18,  170,   40
  343,20150123,   19,  170,   40
  343,20150123,   20,  180,   50
  343,20150123,   21,  180,   60
  343,20150123,   22,  190,   60
  343,20150123,   23,  190,   80
  343,20150123,   24,  190,   80
  343,20150124,    1,  180,   80
  343,20150124,    2,  190,   90
  343,20150124,    3,  190,   80
  343,20150124,    4,  190,   70
  343,20150124,    5,  190,   80
  343,20150124,    6,  220,   70
  343,20150124,    7,  220,   70
  343,20150124,    8,  260,   40
  343,20150124,    9,  320,   50
  343,20150124,   10,  320,   70
  343,20150124,   11,  320,   70
  343,20150124,   12,  320,   80
  343,20150124,   13,  340,   90
  343,20150124,   14,  330,   80
  343,20150124,   15,  320,   80
  343,20150124,   16,  310,   60
  343,20150124,   17,  310,   60
  343,20150124,   18,  320,   50
  343,20150124,   19,  310,   50
  343,20150124,   20,  310,   50
  343,20150124,   21,  310,   40
  343,20150124,   22,  300,   30
  343,20150124,   23,  300,   30
  343,20150124,   24,  300,   30
  343,20150125,    1,  300,   30
  343,20150125,    2,  290,   30
  343,20150125,    3,  300,   30
  343,20150125,    4,  290,   30
  343,20150125,    5,  270,   30
  343,20150125,    6,  270,   30
  343,20150125,    7,  270,   40
  343,20150125,    8,  240,   30
  343,20150125,    9,  250,   30
  343,20150125,   10,  230,   30
  343,20150125,   11,  230,   30
  343,20150125,   12,  250,   40
  343,20150125,   13,  260,   50
  343,20150125,   14,  260,   60
  343,20150125,   15,  240,   50
  343,20150125,   16,  230,   50
  343,20150125,   17,  230,   50
  343,20150125,   18,  220,   60
  343,20150125,   19,  230,   60
  343,20150125,   20,  220,   50
  343,20150125,   21,  220,   50
  343,20150125,   22,  220,   50
  343,20150125,   23,  220,   60
  343,20150125,   24,  230,   60
  343,20150126,    1,  220,   60
  343,20150126,    2,  220,   50
  343,20150126,    3,  230,   50
  343,20150126,    4,  230,   50
  343,20150126,    5,  240,   50
  343,20150126,    6,  230,   50
  343,20150126,    7,  240,   50
  343,20150126,    8,  240,   50
  343,20150126,    9,  250,   60
  343,20150126,   10,  250,   60
  343,20150126,   11,  270,   70
  343,20150126,   12,  280,   70
  343,20150126,   13,  300,   90
  343,20150126,   14,  310,   70
  343,20150126,   15,  300,   70
  343,20150126,   16,  310,   80
  343,20150126,   17,  310,   80
  343,20150126,   18,  310,   70
  343,20150126,   19,  320,   80
  343,20150126,   20,  320,   60
  343,20150126,   21,  320,   60
  343,20150126,   22,  320,   60
  343,20150126,   23,  330,   50
  343,20150126,   24,  320,   50
  343,20150127,    1,  310,   40
  343,20150127,    2,  310,   40
  343,20150127,    3,  320,   50
  343,20150127,    4,  300,   50
  343,20150127,    5,  300,   60
  343,20150127,    6,  300,   60
  343,20150127,    7,  310,   60
  343,20150127,    8,  300,   50
  343,20150127,    9,  300,   60
  343,20150127,   10,  300,   60
  343,20150127,   11,  300,   60
  343,20150127,   12,  300,   70
  343,20150127,   13,  290,   70
  343,20150127,   14,  300,   70
  343,20150127,   15,  310,   50
  343,20150127,   16,  270,   50
  343,20150127,   17,  270,   50
  343,20150127,   18,  260,   40
  343,20150127,   19,  240,   30
  343,20150127,   20,  240,   40
  343,20150127,   21,  220,   40
  343,20150127,   22,  240,   50
  343,20150127,   23,  230,   50
  343,20150127,   24,  230,   60
  343,20150128,    1,  220,   70
  343,20150128,    2,  210,   70
  343,20150128,    3,  220,   60
  343,20150128,    4,  190,   70
  343,20150128,    5,  220,   70
  343,20150128,    6,  200,   80
  343,20150128,    7,  210,   80
  343,20150128,    8,  200,  100
  343,20150128,    9,  200,  100
  343,20150128,   10,  200,  120
  343,20150128,   11,  200,  120
  343,20150128,   12,  200,  130
  343,20150128,   13,  200,  130
  343,20150128,   14,  210,  120
  343,20150128,   15,  280,  110
  343,20150128,   16,  270,  100
  343,20150128,   17,  290,  100
  343,20150128,   18,  280,  110
  343,20150128,   19,  280,  110
  343,20150128,   20,  280,  120
  343,20150128,   21,  270,  110
  343,20150128,   22,  270,  110
  343,20150128,   23,  270,  100
  343,20150128,   24,  260,   90
  343,20150129,    1,  250,   90
  343,20150129,    2,  260,   90
  343,20150129,    3,  260,   90
  343,20150129,    4,  260,   90
  343,20150129,    5,  260,  100
  343,20150129,    6,  270,  100
  343,20150129,    7,  270,   90
  343,20150129,    8,  260,   90
  343,20150129,    9,  250,   80
  343,20150129,   10,  240,   80
  343,20150129,   11,  240,   90
  343,20150129,   12,  240,   80
  343,20150129,   13,  250,   90
  343,20150129,   14,  250,   80
  343,20150129,   15,  240,   80
  343,20150129,   16,  250,   70
  343,20150129,   17,  230,   60
  343,20150129,   18,  200,   70
  343,20150129,   19,  210,   70
  343,20150129,   20,  330,   70
  343,20150129,   21,  300,   20
  343,20150129,   22,  280,   30
  343,20150129,   23,  300,   80
  343,20150129,   24,  340,   70
  343,20150130,    1,  330,   30
  343,20150130,    2,  310,   30
  343,20150130,    3,  280,   50
  343,20150130,    4,  260,   50
  343,20150130,    5,  260,   50
  343,20150130,    6,  220,   30
  343,20150130,    7,  220,   30
  343,20150130,    8,  180,   30
  343,20150130,    9,   30,   10
  343,20150130,   10,  200,   10
  343,20150130,   11,  230,   50
  343,20150130,   12,  230,   50
  343,20150130,   13,  240,   50
  343,20150130,   14,  230,   50
  343,20150130,   15,  270,   60
  343,20150130,   16,  260,   60
  343,20150130,   17,  250,   60
  343,20150130,   18,  260,   70
  343,20150130,   19,  250,   70
  343,20150130,   20,  270,   60
  343,20150130,   21,  280,   60
  343,20150130,   22,  270,   60
  343,20150130,   23,  270,   50
  343,20150130,   24,  270,   50
  343,20150131,    1,  270,   50
  343,20150131,    2,  270,   50
  343,20150131,    3,  270,   50
  343,20150131,    4,  260,   40
  343,20150131,    5,  260,   40
  343,20150131,    6,  260,   40
  343,20150131,    7,  240,   40
  343,20150131,    8,  210,   40
  343,20150131,    9,  230,   40
  343,20150131,   10,  190,   40
  343,20150131,   11,  230,   50
  343,20150131,   12,  230,   50
  343,20150131,   13,  220,   60
  343,20150131,   14,  260,   40
  343,20150131,   15,  240,   50
  343,20150131,   16,  190,   30
  343,20150131,   17,  230,   40
  343,20150131,   18,  230,   30
  343,20150131,   19,  240,   30
  343,20150131,   20,  240,   30
  343,20150131,   21,  240,   40
  343,20150131,   22,  230,   30
  343,20150131,   23,  210,   30
  343,20150131,   24,  230,   40
  343,20150201,    1,  230,   40
  343,20150201,    2,  300,   30
  343,20150201,    3,  310,   50
  343,20150201,    4,  310,   50
  343,20150201,    5,  290,  100
  343,20150201,    6,  280,   80
  343,20150201,    7,  270,   70
  343,20150201,    8,  250,   60
  343,20150201,    9,  200,   40
  343,20150201,   10,  130,   20
  343,20150201,   11,   50,   20
  343,20150201,   12,   10,   40
  343,20150201,   13,   20,   50
  343,20150201,   14,  360,   50
  343,20150201,   15,  350,   70
  343,20150201,   16,  340,   60
  343,20150201,   17,  330,   60
  343,20150201,   18,  330,   50
  343,20150201,   19,  320,   60
  343,20150201,   20,  320,   50
  343,20150201,   21,  320,   50
  343,20150201,   22,  320,   60
  343,20150201,   23,  320,   70
  343,20150201,   24,  330,   70
  343,20150202,    1,  320,   40
  343,20150202,    2,  310,   50
  343,20150202,    3,  320,   60
  343,20150202,    4,  320,   60
  343,20150202,    5,  300,   60
  343,20150202,    6,  290,   70
  343,20150202,    7,  270,   80
  343,20150202,    8,  310,   70
  343,20150202,    9,  310,   60
  343,20150202,   10,  310,   50
  343,20150202,   11,  300,   50
  343,20150202,   12,  300,   70
  343,20150202,   13,  310,   60
  343,20150202,   14,  300,   70
  343,20150202,   15,  260,   60
  343,20150202,   16,  260,   50
  343,20150202,   17,  260,   50
  343,20150202,   18,  290,   50
  343,20150202,   19,  280,   40
  343,20150202,   20,  270,   40
  343,20150202,   21,  270,   60
  343,20150202,   22,  280,   50
  343,20150202,   23,  290,   30
  343,20150202,   24,  270,   30
  343,20150203,    1,  270,   30
  343,20150203,    2,  300,   40
  343,20150203,    3,  290,   30
  343,20150203,    4,  270,   30
  343,20150203,    5,  270,   30
  343,20150203,    6,  280,   40
  343,20150203,    7,  350,   30
  343,20150203,    8,  310,   20
  343,20150203,    9,    0,   10
  343,20150203,   10,  200,   10
  343,20150203,   11,  300,   10
  343,20150203,   12,  310,   10
  343,20150203,   13,  340,   20
  343,20150203,   14,  350,   40
  343,20150203,   15,  350,   40
  343,20150203,   16,  350,   40
  343,20150203,   17,   20,   50
  343,20150203,   18,  350,   20
  343,20150203,   19,  360,   20
  343,20150203,   20,   20,   30
  343,20150203,   21,   20,   30
  343,20150203,   22,   20,   20
  343,20150203,   23,  350,   20
  343,20150203,   24,  340,   20
  343,20150204,    1,  350,   20
  343,20150204,    2,   50,   10
  343,20150204,    3,  340,   20
  343,20150204,    4,  320,   20
  343,20150204,    5,  300,   20
  343,20150204,    6,  290,   20
  343,20150204,    7,  300,   20
