# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 343         4.313       51.893      3.50        Rotterdam Geulhaven
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,H,   DD,   FH
  343,20210714,   10,  340,   70
  343,20210714,   11,  330,   80
  343,20210714,   12,  330,   70
  343,20210714,   13,  320,   80
  343,20210714,   14,  330,   80
  343,20210714,   15,  330,   80
  343,20210714,   16,  330,   80
  343,20210714,   17,  330,   80
  343,20210714,   18,  330,   70
  343,20210714,   19,  330,   80
  343,20210714,   20,  340,   80
  343,20210714,   21,  340,   80
  343,20210714,   22,  350,   90
  343,20210714,   23,  340,   90
  343,20210714,   24,  340,   90
  343,20210715,    1,  340,   70
  343,20210715,    2,  350,   80
  343,20210715,    3,  350,   90
  343,20210715,    4,  350,   90
  343,20210715,    5,  350,   90
  343,20210715,    6,  350,   80
  343,20210715,    7,  340,   90
  343,20210715,    8,  350,   80
  343,20210715,    9,  350,   90
  343,20210715,   10,  350,   90
  343,20210715,   11,  350,   90
  343,20210715,   12,  350,   90
  343,20210715,   13,  350,   90
  343,20210715,   14,  350,   90
  343,20210715,   15,  350,   90
  343,20210715,   16,  350,   80
  343,20210715,   17,  350,   80
  343,20210715,   18,  350,   80
  343,20210715,   19,  350,   80
  343,20210715,   20,  360,   70
  343,20210715,   21,   10,   70
  343,20210715,   22,  360,   60
  343,20210715,   23,  350,   60
  343,20210715,   24,  350,   60
  343,20210716,    1,  350,   50
  343,20210716,    2,  350,   50
  343,20210716,    3,  360,   50
  343,20210716,    4,  350,   40
  343,20210716,    5,  350,   40
  343,20210716,    6,  360,   40
  343,20210716,    7,  350,   40
  343,20210716,    8,  350,   60
  343,20210716,    9,  340,   60
  343,20210716,   10,  340,   60
  343,20210716,   11,  340,   60
  343,20210716,   12,  340,   70
  343,20210716,   13,  330,   70
  343,20210716,   14,  340,   70
  343,20210716,   15,  340,   70
  343,20210716,   16,  330,   70
  343,20210716,   17,  340,   70
  343,20210716,   18,  340,   60
  343,20210716,   19,  350,   60
  343,20210716,   20,  360,   50
  343,20210716,   21,  350,   40
  343,20210716,   22,  350,   30
  343,20210716,   23,  360,   30
  343,20210716,   24,  360,   20
  343,20210717,    1,   10,   30
  343,20210717,    2,   10,   30
  343,20210717,    3,  360,   20
  343,20210717,    4,  350,   20
  343,20210717,    5,  350,   20
  343,20210717,    6,  360,   20
  343,20210717,    7,   10,   40
  343,20210717,    8,   20,   40
  343,20210717,    9,   30,   40
  343,20210717,   10,  350,   50
  343,20210717,   11,   10,   50
  343,20210717,   12,  340,   50
  343,20210717,   13,  340,   70
  343,20210717,   14,  340,   70
  343,20210717,   15,  340,   70
  343,20210717,   16,  350,   70
  343,20210717,   17,  350,   70
  343,20210717,   18,  350,   60
  343,20210717,   19,  350,   50
  343,20210717,   20,  350,   40
  343,20210717,   21,  340,   30
  343,20210717,   22,  340,   30
  343,20210717,   23,  340,   30
  343,20210717,   24,  340,   30
  343,20210718,    1,  320,   20
  343,20210718,    2,  330,   20
  343,20210718,    3,  330,   20
  343,20210718,    4,  320,   10
  343,20210718,    5,  320,   20
  343,20210718,    6,  320,   20
  343,20210718,    7,  300,   20
  343,20210718,    8,  290,   30
  343,20210718,    9,  290,   40
  343,20210718,   10,  300,   50
  343,20210718,   11,  300,   50
  343,20210718,   12,  290,   50
  343,20210718,   13,  290,   60
  343,20210718,   14,  350,   50
  343,20210718,   15,  340,   50
  343,20210718,   16,  360,   60
  343,20210718,   17,  350,   60
  343,20210718,   18,  360,   50
  343,20210718,   19,  340,   40
  343,20210718,   20,   20,   30
  343,20210718,   21,  340,   20
  343,20210718,   22,   20,   20
  343,20210718,   23,   20,   30
  343,20210718,   24,   30,   20
  343,20210719,    1,   40,   20
  343,20210719,    2,   50,   20
  343,20210719,    3,   50,   30
  343,20210719,    4,   40,   20
  343,20210719,    5,   70,   30
  343,20210719,    6,   70,   30
  343,20210719,    7,   70,   30
  343,20210719,    8,   90,   30
  343,20210719,    9,   80,   20
  343,20210719,   10,   80,   30
  343,20210719,   11,   20,   30
  343,20210719,   12,  990,   10
  343,20210719,   13,  320,   10
  343,20210719,   14,  340,   30
  343,20210719,   15,  360,   40
  343,20210719,   16,   10,   40
  343,20210719,   17,   60,   50
  343,20210719,   18,   50,   50
  343,20210719,   19,   70,   60
  343,20210719,   20,   60,   50
  343,20210719,   21,   60,   50
  343,20210719,   22,   60,   50
  343,20210719,   23,   60,   40
  343,20210719,   24,   40,   30
  343,20210720,    1,   50,   30
  343,20210720,    2,   60,   40
  343,20210720,    3,   80,   50
  343,20210720,    4,   90,   40
  343,20210720,    5,   90,   40
  343,20210720,    6,   80,   40
  343,20210720,    7,   80,   40
  343,20210720,    8,   70,   40
  343,20210720,    9,   70,   40
  343,20210720,   10,   80,   30
  343,20210720,   11,  100,   20
  343,20210720,   12,  990,   20
  343,20210720,   13,  360,   20
  343,20210720,   14,  990,   10
  343,20210720,   15,  320,   20
  343,20210720,   16,  330,   30
  343,20210720,   17,  340,   40
  343,20210720,   18,  340,   40
  343,20210720,   19,  340,   40
  343,20210720,   20,  350,   30
  343,20210720,   21,   10,   30
  343,20210720,   22,   60,   20
  343,20210720,   23,   50,   30
  343,20210720,   24,  160,   20
  343,20210721,    1,  170,   30
  343,20210721,    2,  100,   10
  343,20210721,    3,  170,   10
  343,20210721,    4,  130,   10
  343,20210721,    5,  190,   10
  343,20210721,    6,  180,   20
  343,20210721,    7,  150,   20
  343,20210721,    8,  150,   20
  343,20210721,    9,  130,   20
  343,20210721,   10,   80,   20
  343,20210721,   11,  310,   10
  343,20210721,   12,  310,   10
  343,20210721,   13,  310,   20
  343,20210721,   14,  320,   30
  343,20210721,   15,  330,   50
  343,20210721,   16,  340,   40
  343,20210721,   17,  320,   40
  343,20210721,   18,  340,   40
  343,20210721,   19,  340,   40
  343,20210721,   20,  340,   20
  343,20210721,   21,  350,   20
  343,20210721,   22,   20,   20
  343,20210721,   23,  340,   20
  343,20210721,   24,  350,   20
  343,20210722,    1,  360,   20
  343,20210722,    2,  360,   20
  343,20210722,    3,   10,   20
  343,20210722,    4,   20,   20
  343,20210722,    5,   10,   30
  343,20210722,    6,   10,   30
  343,20210722,    7,   10,   30
  343,20210722,    8,  360,   30
  343,20210722,    9,  350,   30
  343,20210722,   10,  340,   40
  343,20210722,   11,  330,   40
  343,20210722,   12,  320,   40
  343,20210722,   13,  330,   50
  343,20210722,   14,  340,   60
  343,20210722,   15,  340,   60
  343,20210722,   16,  340,   60
  343,20210722,   17,  350,   60
  343,20210722,   18,  360,   50
  343,20210722,   19,   10,   40
  343,20210722,   20,  360,   30
  343,20210722,   21,   10,   30
  343,20210722,   22,   30,   30
  343,20210722,   23,   30,   30
  343,20210722,   24,   50,   30
  343,20210723,    1,   30,   20
  343,20210723,    2,   10,   20
  343,20210723,    3,   30,   20
  343,20210723,    4,   30,   20
  343,20210723,    5,   40,   20
  343,20210723,    6,   40,   20
  343,20210723,    7,   80,   20
  343,20210723,    8,   80,   30
  343,20210723,    9,   80,   30
  343,20210723,   10,   60,   30
  343,20210723,   11,   70,   40
  343,20210723,   12,   70,   50
  343,20210723,   13,   80,   50
  343,20210723,   14,   50,   50
  343,20210723,   15,   50,   50
  343,20210723,   16,   70,   50
  343,20210723,   17,   60,   60
  343,20210723,   18,   80,   60
  343,20210723,   19,   60,   60
  343,20210723,   20,   50,   60
  343,20210723,   21,   50,   50
  343,20210723,   22,   50,   40
  343,20210723,   23,   50,   40
  343,20210723,   24,   60,   40
  343,20210724,    1,   50,   40
  343,20210724,    2,   50,   40
  343,20210724,    3,   50,   50
  343,20210724,    4,   70,   50
  343,20210724,    5,   70,   60
  343,20210724,    6,   80,   60
  343,20210724,    7,   50,   50
  343,20210724,    8,   70,   40
  343,20210724,    9,   50,   40
  343,20210724,   10,   60,   40
  343,20210724,   11,   70,   50
  343,20210724,   12,   90,   50
  343,20210724,   13,  130,   50
  343,20210724,   14,  110,   40
  343,20210724,   15,  160,   50
  343,20210724,   16,  170,   40
  343,20210724,   17,  160,   20
  343,20210724,   18,  190,   40
  343,20210724,   19,  240,   80
  343,20210724,   20,   50,   30
  343,20210724,   21,   70,   30
  343,20210724,   22,  160,   20
  343,20210724,   23,  290,   20
  343,20210724,   24,  150,   20
  343,20210725,    1,  190,   20
  343,20210725,    2,  990,   20
  343,20210725,    3,  190,   20
  343,20210725,    4,  190,   40
  343,20210725,    5,  190,   30
  343,20210725,    6,  200,   30
  343,20210725,    7,  190,   30
  343,20210725,    8,  220,   40
  343,20210725,    9,  230,   30
  343,20210725,   10,  250,   20
  343,20210725,   11,  310,   20
  343,20210725,   12,  290,   20
  343,20210725,   13,  310,   20
  343,20210725,   14,  200,   20
  343,20210725,   15,  240,   50
  343,20210725,   16,   10,   30
  343,20210725,   17,   40,   40
  343,20210725,   18,   40,   40
  343,20210725,   19,   60,   40
  343,20210725,   20,   70,   30
  343,20210725,   21,   80,   40
  343,20210725,   22,  100,   30
  343,20210725,   23,   80,   20
  343,20210725,   24,  120,   30
  343,20210726,    1,  110,   20
  343,20210726,    2,  130,   20
  343,20210726,    3,  150,   10
  343,20210726,    4,  150,   10
  343,20210726,    5,   40,   10
  343,20210726,    6,  140,   10
  343,20210726,    7,  240,   30
  343,20210726,    8,  240,   30
  343,20210726,    9,   50,   20
  343,20210726,   10,  990,   10
  343,20210726,   11,  210,   20
  343,20210726,   12,  250,   30
  343,20210726,   13,  300,   40
  343,20210726,   14,  320,   40
  343,20210726,   15,  320,   40
  343,20210726,   16,  250,   40
  343,20210726,   17,  270,   40
  343,20210726,   18,  280,   40
  343,20210726,   19,  270,   40
  343,20210726,   20,  270,   40
  343,20210726,   21,  240,   40
  343,20210726,   22,  250,   50
  343,20210726,   23,  230,   40
  343,20210726,   24,  230,   50
  343,20210727,    1,  200,   40
  343,20210727,    2,  190,   40
  343,20210727,    3,  230,   50
  343,20210727,    4,  230,   50
  343,20210727,    5,  220,   60
  343,20210727,    6,  240,   60
  343,20210727,    7,  190,   50
  343,20210727,    8,  200,   50
  343,20210727,    9,  210,   50
  343,20210727,   10,  230,   70
  343,20210727,   11,  210,   40
  343,20210727,   12,  220,   60
  343,20210727,   13,  200,   50
  343,20210727,   14,  190,   50
  343,20210727,   15,  180,   50
  343,20210727,   16,  260,   50
  343,20210727,   17,  240,   40
  343,20210727,   18,  180,   40
  343,20210727,   19,  220,   40
  343,20210727,   20,  180,   50
  343,20210727,   21,  180,   40
  343,20210727,   22,  180,   40
  343,20210727,   23,  190,   50
  343,20210727,   24,  190,   40
  343,20210728,    1,  170,   40
  343,20210728,    2,  180,   40
  343,20210728,    3,  200,   50
  343,20210728,    4,  200,   50
  343,20210728,    5,  190,   60
  343,20210728,    6,  190,   70
  343,20210728,    7,  190,   70
  343,20210728,    8,  200,   80
  343,20210728,    9,  220,   90
  343,20210728,   10,  220,   90
  343,20210728,   11,  220,   90
  343,20210728,   12,  230,   90
  343,20210728,   13,  230,   80
  343,20210728,   14,  240,   80
  343,20210728,   15,  250,  100
  343,20210728,   16,  240,  100
  343,20210728,   17,  250,  100
  343,20210728,   18,  240,  100
  343,20210728,   19,  240,   90
  343,20210728,   20,  230,   80
  343,20210728,   21,  220,   80
  343,20210728,   22,  230,   80
  343,20210728,   23,  220,   90
  343,20210728,   24,  230,   80
  343,20210729,    1,  220,   80
  343,20210729,    2,  270,   70
  343,20210729,    3,  240,   50
  343,20210729,    4,  240,   70
  343,20210729,    5,  220,   70
  343,20210729,    6,  230,   80
  343,20210729,    7,  240,   80
  343,20210729,    8,  250,  100
  343,20210729,    9,  260,   90
  343,20210729,   10,  260,  100
  343,20210729,   11,  250,  100
  343,20210729,   12,  260,  100
  343,20210729,   13,  250,  100
  343,20210729,   14,  240,  100
  343,20210729,   15,  240,  100
  343,20210729,   16,  250,  100
  343,20210729,   17,  250,  100
  343,20210729,   18,  250,   90
  343,20210729,   19,  240,   80
  343,20210729,   20,  230,   80
  343,20210729,   21,  230,   70
  343,20210729,   22,  230,   60
  343,20210729,   23,  230,   60
  343,20210729,   24,  230,   60
  343,20210730,    1,  230,   60
  343,20210730,    2,  220,   60
  343,20210730,    3,  190,   40
  343,20210730,    4,  180,   30
  343,20210730,    5,  170,   40
  343,20210730,    6,  170,   40
  343,20210730,    7,  160,   30
  343,20210730,    8,  170,   40
  343,20210730,    9,  180,   50
  343,20210730,   10,  190,   60
  343,20210730,   11,  200,   60
  343,20210730,   12,  240,   70
  343,20210730,   13,  220,   60
  343,20210730,   14,  200,   70
  343,20210730,   15,  230,   70
  343,20210730,   16,  220,   90
  343,20210730,   17,  220,  100
  343,20210730,   18,  220,  110
  343,20210730,   19,  220,  100
  343,20210730,   20,  220,  100
  343,20210730,   21,  220,  100
  343,20210730,   22,  220,  110
  343,20210730,   23,  220,  100
  343,20210730,   24,  240,   90
  343,20210731,    1,  250,   90
  343,20210731,    2,  260,   90
  343,20210731,    3,  270,   90
  343,20210731,    4,  270,   90
  343,20210731,    5,  260,   80
  343,20210731,    6,  260,   80
  343,20210731,    7,  260,   90
  343,20210731,    8,  260,   90
  343,20210731,    9,  260,   80
  343,20210731,   10,  270,   80
  343,20210731,   11,  260,   90
  343,20210731,   12,  260,   80
  343,20210731,   13,  270,   80
  343,20210731,   14,  270,   80
  343,20210731,   15,  260,   80
  343,20210731,   16,  260,   70
  343,20210731,   17,  260,   60
  343,20210731,   18,  260,   60
  343,20210731,   19,  260,   50
  343,20210731,   20,  260,   50
  343,20210731,   21,  230,   30
  343,20210731,   22,  230,   40
  343,20210731,   23,  230,   50
  343,20210731,   24,  230,   40
  343,20210801,    1,  220,   40
  343,20210801,    2,  230,   50
  343,20210801,    3,  230,   50
  343,20210801,    4,  220,   50
  343,20210801,    5,  230,   40
  343,20210801,    6,  230,   50
  343,20210801,    7,  210,   50
  343,20210801,    8,  330,   40
  343,20210801,    9,  280,   20
  343,20210801,   10,  310,   50
  343,20210801,   11,  310,   70
  343,20210801,   12,  310,   70
  343,20210801,   13,  300,   70
  343,20210801,   14,  320,   60
  343,20210801,   15,  310,   50
  343,20210801,   16,  330,   50
  343,20210801,   17,  330,   50
  343,20210801,   18,  330,   40
  343,20210801,   19,  330,   40
  343,20210801,   20,  330,   30
  343,20210801,   21,  330,   20
  343,20210801,   22,  340,   20
  343,20210801,   23,  320,   20
  343,20210801,   24,  310,   20
  343,20210802,    1,  330,   20
  343,20210802,    2,  310,   30
  343,20210802,    3,  320,   30
  343,20210802,    4,  330,   20
  343,20210802,    5,  330,   20
  343,20210802,    6,  320,   30
  343,20210802,    7,  320,   20
  343,20210802,    8,  360,   40
  343,20210802,    9,  350,   30
  343,20210802,   10,  340,   30
  343,20210802,   11,  310,   30
  343,20210802,   12,  300,   30
  343,20210802,   13,  310,   40
  343,20210802,   14,  290,   50
  343,20210802,   15,  320,   50
  343,20210802,   16,  290,   50
  343,20210802,   17,  310,   50
  343,20210802,   18,  320,   40
  343,20210802,   19,  350,   30
  343,20210802,   20,  340,   20
  343,20210802,   21,  340,   20
  343,20210802,   22,  360,   20
  343,20210802,   23,   40,   20
  343,20210802,   24,  360,   20
  343,20210803,    1,   50,   20
  343,20210803,    2,   50,   20
  343,20210803,    3,   40,   20
  343,20210803,    4,   60,   20
  343,20210803,    5,   40,   20
  343,20210803,    6,   60,   30
  343,20210803,    7,   40,   30
  343,20210803,    8,   60,   30
  343,20210803,    9,   30,   30
  343,20210803,   10,  350,   20
  343,20210803,   11,  340,   40
  343,20210803,   12,   10,   30
  343,20210803,   13,   10,   30
  343,20210803,   14,  340,   40
  343,20210803,   15,  330,   50
  343,20210803,   16,   30,   50
  343,20210803,   17,   10,   40
  343,20210803,   18,   10,   40
  343,20210803,   19,   40,   40
  343,20210803,   20,   50,   40
  343,20210803,   21,   40,   40
  343,20210803,   22,   60,   40
  343,20210803,   23,   50,   30
  343,20210803,   24,   50,   30
  343,20210804,    1,   50,   30
  343,20210804,    2,   30,   30
  343,20210804,    3,   40,   30
  343,20210804,    4,   50,   20
  343,20210804,    5,  100,   20
  343,20210804,    6,  130,   30
  343,20210804,    7,  120,   20
  343,20210804,    8,  120,   30
  343,20210804,    9,   80,   30
  343,20210804,   10,  150,   30
  343,20210804,   11,  170,   30
  343,20210804,   12,  170,   30
  343,20210804,   13,  350,   30
  343,20210804,   14,  360,   40
  343,20210804,   15,  350,   40
  343,20210804,   16,  350,   20
  343,20210804,   17,   10,   20
  343,20210804,   18,   50,   30
  343,20210804,   19,   50,   30
  343,20210804,   20,   60,   20
  343,20210804,   21,    0,   10
  343,20210804,   22,   30,   10
  343,20210804,   23,  330,   10
  343,20210804,   24,    0,    0
  343,20210805,    1,   40,   10
  343,20210805,    2,  310,   10
  343,20210805,    3,  280,   10
  343,20210805,    4,  320,   10
  343,20210805,    5,   60,   10
  343,20210805,    6,   50,   10
  343,20210805,    7,   70,   20
  343,20210805,    8,  140,   20
  343,20210805,    9,  990,   10
  343,20210805,   10,   80,   10
  343,20210805,   11,  150,   20
  343,20210805,   12,  200,   30
  343,20210805,   13,  190,   30
  343,20210805,   14,  190,   40
  343,20210805,   15,  190,   40
  343,20210805,   16,  200,   40
  343,20210805,   17,  150,   40
  343,20210805,   18,  150,   40
  343,20210805,   19,  140,   40
  343,20210805,   20,  150,   40
  343,20210805,   21,  150,   40
  343,20210805,   22,  140,   50
  343,20210805,   23,  170,   40
  343,20210805,   24,  170,   40
  343,20210806,    1,  170,   50
  343,20210806,    2,  180,   40
  343,20210806,    3,  190,   60
  343,20210806,    4,  190,   60
  343,20210806,    5,  200,   60
  343,20210806,    6,  190,   70
  343,20210806,    7,  190,   80
  343,20210806,    8,  210,   80
  343,20210806,    9,  200,   90
  343,20210806,   10,  200,   80
  343,20210806,   11,  200,   90
  343,20210806,   12,  220,   90
  343,20210806,   13,  230,  100
  343,20210806,   14,  240,  110
  343,20210806,   15,  240,  100
  343,20210806,   16,  240,  100
  343,20210806,   17,  250,   90
  343,20210806,   18,  240,  100
  343,20210806,   19,  230,   70
  343,20210806,   20,  230,   70
  343,20210806,   21,  200,   80
  343,20210806,   22,  190,   80
  343,20210806,   23,  190,   70
  343,20210806,   24,  230,   70
  343,20210807,    1,  200,   70
  343,20210807,    2,  190,   60
  343,20210807,    3,  190,   50
  343,20210807,    4,  190,   40
  343,20210807,    5,  180,   40
  343,20210807,    6,  180,   50
  343,20210807,    7,  180,   50
  343,20210807,    8,  180,   50
  343,20210807,    9,  190,   50
  343,20210807,   10,  190,   60
  343,20210807,   11,  190,   70
  343,20210807,   12,  200,   70
  343,20210807,   13,  200,   70
  343,20210807,   14,  180,   60
  343,20210807,   15,  190,   50
  343,20210807,   16,  200,   30
  343,20210807,   17,  190,   40
  343,20210807,   18,  200,   50
  343,20210807,   19,  180,   50
  343,20210807,   20,  180,   40
  343,20210807,   21,  180,   50
  343,20210807,   22,  170,   60
  343,20210807,   23,  220,   70
  343,20210807,   24,  250,   50
  343,20210808,    1,  250,   90
  343,20210808,    2,  250,   90
  343,20210808,    3,  240,   80
  343,20210808,    4,  230,   70
  343,20210808,    5,  230,   70
  343,20210808,    6,  220,   90
  343,20210808,    7,  230,   90
  343,20210808,    8,  220,   90
  343,20210808,    9,  220,   90
  343,20210808,   10,  220,  100
  343,20210808,   11,  220,  100
  343,20210808,   12,  220,   90
  343,20210808,   13,  230,   80
  343,20210808,   14,  230,   90
  343,20210808,   15,  240,  100
  343,20210808,   16,  240,  110
  343,20210808,   17,  220,  110
  343,20210808,   18,  220,   80
  343,20210808,   19,  220,   80
  343,20210808,   20,  220,   80
  343,20210808,   21,  220,   80
  343,20210808,   22,  230,   90
  343,20210808,   23,  220,   80
  343,20210808,   24,  220,   80
  343,20210809,    1,  220,   80
  343,20210809,    2,  220,   70
  343,20210809,    3,  220,   70
  343,20210809,    4,  220,   70
  343,20210809,    5,  230,   70
  343,20210809,    6,  210,   60
  343,20210809,    7,  230,   60
  343,20210809,    8,  180,   50
  343,20210809,    9,  190,   60
  343,20210809,   10,  190,   70
  343,20210809,   11,  210,   90
  343,20210809,   12,  210,   90
  343,20210809,   13,  230,   70
  343,20210809,   14,  230,   80
  343,20210809,   15,  240,   80
  343,20210809,   16,  240,   90
  343,20210809,   17,  240,   90
  343,20210809,   18,  240,   70
  343,20210809,   19,  240,   70
  343,20210809,   20,  230,   70
  343,20210809,   21,  220,   70
  343,20210809,   22,  220,   60
  343,20210809,   23,  220,   60
  343,20210809,   24,  220,   60
  343,20210810,    1,  220,   60
  343,20210810,    2,  220,   70
  343,20210810,    3,  220,   70
  343,20210810,    4,  220,   70
  343,20210810,    5,  220,   60
  343,20210810,    6,  220,   60
  343,20210810,    7,  220,   60
  343,20210810,    8,  230,   70
  343,20210810,    9,  240,   60
  343,20210810,   10,  280,   60
  343,20210810,   11,  270,   60
  343,20210810,   12,  250,   60
  343,20210810,   13,  270,   50
  343,20210810,   14,  260,   50
  343,20210810,   15,  290,   50
  343,20210810,   16,  250,   50
  343,20210810,   17,  270,   50
  343,20210810,   18,  290,   40
  343,20210810,   19,  260,   40
  343,20210810,   20,  250,   20
  343,20210810,   21,  240,   20
  343,20210810,   22,  240,   30
  343,20210810,   23,  220,   30
  343,20210810,   24,  190,   30
  343,20210811,    1,  190,   30
  343,20210811,    2,  200,   40
  343,20210811,    3,  200,   40
  343,20210811,    4,  230,   40
  343,20210811,    5,  230,   40
  343,20210811,    6,  230,   40
  343,20210811,    7,  220,   40
  343,20210811,    8,  190,   40
  343,20210811,    9,  190,   40
  343,20210811,   10,  200,   50
  343,20210811,   11,  220,   40
  343,20210811,   12,  250,   40
  343,20210811,   13,  250,   40
  343,20210811,   14,  260,   40
  343,20210811,   15,  270,   30
  343,20210811,   16,  260,   30
  343,20210811,   17,  260,   40
  343,20210811,   18,  280,   30
  343,20210811,   19,  300,   20
  343,20210811,   20,  310,   20
  343,20210811,   21,  290,   20
  343,20210811,   22,  990,   20
  343,20210811,   23,  210,   10
  343,20210811,   24,  160,   10
  343,20210812,    1,  190,   10
  343,20210812,    2,  190,   20
  343,20210812,    3,  200,   20
  343,20210812,    4,  240,   30
  343,20210812,    5,  220,   40
  343,20210812,    6,  230,   40
  343,20210812,    7,  240,   40
  343,20210812,    8,  240,   40
  343,20210812,    9,  240,   30
  343,20210812,   10,  250,   30
  343,20210812,   11,  240,   40
  343,20210812,   12,  250,   40
  343,20210812,   13,  250,   40
  343,20210812,   14,  230,   40
  343,20210812,   15,  210,   30
  343,20210812,   16,  270,   30
  343,20210812,   17,  300,   40
  343,20210812,   18,  330,   30
  343,20210812,   19,  320,   20
  343,20210812,   20,  320,   20
  343,20210812,   21,  260,   10
  343,20210812,   22,  260,   20
  343,20210812,   23,  240,   30
  343,20210812,   24,  230,   40
  343,20210813,    1,  240,   40
  343,20210813,    2,  220,   40
  343,20210813,    3,  230,   40
  343,20210813,    4,  230,   40
  343,20210813,    5,  200,   40
  343,20210813,    6,  230,   40
  343,20210813,    7,  240,   60
  343,20210813,    8,  260,   60
  343,20210813,    9,  270,   70
  343,20210813,   10,  270,   70
  343,20210813,   11,  270,   80
  343,20210813,   12,  240,   70
  343,20210813,   13,  250,   80
  343,20210813,   14,  250,   80
  343,20210813,   15,  250,   80
  343,20210813,   16,  250,   80
  343,20210813,   17,  250,   70
  343,20210813,   18,  250,   70
  343,20210813,   19,  260,   60
  343,20210813,   20,  240,   50
  343,20210813,   21,  240,   50
  343,20210813,   22,  240,   60
  343,20210813,   23,  250,   60
  343,20210813,   24,  230,   50
  343,20210814,    1,  230,   50
  343,20210814,    2,  230,   40
  343,20210814,    3,  230,   40
  343,20210814,    4,  190,   30
  343,20210814,    5,  190,   40
  343,20210814,    6,  210,   40
  343,20210814,    7,  220,   40
  343,20210814,    8,  230,   50
  343,20210814,    9,  230,   50
  343,20210814,   10,  270,   50
  343,20210814,   11,  260,   60
  343,20210814,   12,  250,   60
  343,20210814,   13,  240,   50
  343,20210814,   14,  270,   60
  343,20210814,   15,  250,   60
  343,20210814,   16,  250,   40
  343,20210814,   17,  240,   50
  343,20210814,   18,  240,   40
  343,20210814,   19,  230,   30
  343,20210814,   20,  230,   30
  343,20210814,   21,  200,   20
  343,20210814,   22,  210,   30
  343,20210814,   23,  200,   30
  343,20210814,   24,  240,   30
  343,20210815,    1,  240,   30
  343,20210815,    2,  250,   40
  343,20210815,    3,  240,   40
  343,20210815,    4,  230,   40
  343,20210815,    5,  230,   40
  343,20210815,    6,  220,   40
  343,20210815,    7,  230,   40
  343,20210815,    8,  230,   40
  343,20210815,    9,  240,   60
  343,20210815,   10,  240,   60
  343,20210815,   11,  250,   80
  343,20210815,   12,  230,   80
  343,20210815,   13,  240,   80
  343,20210815,   14,  250,   80
  343,20210815,   15,  250,   80
  343,20210815,   16,  260,   70
  343,20210815,   17,  260,   70
  343,20210815,   18,  260,   90
  343,20210815,   19,  240,   80
  343,20210815,   20,  250,   80
  343,20210815,   21,  230,   80
  343,20210815,   22,  240,   80
  343,20210815,   23,  250,   80
  343,20210815,   24,  260,   80
  343,20210816,    1,  260,   80
  343,20210816,    2,  260,   80
  343,20210816,    3,  260,   80
  343,20210816,    4,  260,   80
  343,20210816,    5,  280,   70
  343,20210816,    6,  270,   70
  343,20210816,    7,  310,   80
  343,20210816,    8,  290,   80
  343,20210816,    9,  310,   90
  343,20210816,   10,  310,  100
  343,20210816,   11,  310,  100
  343,20210816,   12,  330,   70
  343,20210816,   13,  320,   70
  343,20210816,   14,  310,   80
  343,20210816,   15,  300,   90
  343,20210816,   16,  300,  110
  343,20210816,   17,  310,  110
  343,20210816,   18,  310,  100
  343,20210816,   19,  310,  100
  343,20210816,   20,  310,   90
  343,20210816,   21,  310,   80
  343,20210816,   22,  300,   80
  343,20210816,   23,  290,   90
  343,20210816,   24,  280,   70
  343,20210817,    1,  270,   60
  343,20210817,    2,  270,   50
  343,20210817,    3,  270,   50
  343,20210817,    4,  270,   50
  343,20210817,    5,  270,   50
  343,20210817,    6,  260,   50
  343,20210817,    7,  270,   60
  343,20210817,    8,  260,   80
  343,20210817,    9,  270,   80
  343,20210817,   10,  240,   70
  343,20210817,   11,  240,   70
  343,20210817,   12,  260,   70
  343,20210817,   13,  260,   60
  343,20210817,   14,  260,   60
  343,20210817,   15,  270,   60
  343,20210817,   16,  280,   50
